SOLAPA DE MOVIMIENTOS: Campo El Rincon de Berdier (AGRO-SA-03) - Salto
Establecimiento:,Campo El Rincon de Berdier,Arrendador:,Don Valerio Berdier,Campaña:,2025/2026
Cultivo y Has:,Trigo (310 Ha),Precio Ref. (Tn):,USD 215,Vigencia Hasta:,2026-12-15 (26.0 qq/ha)

Fecha Venta/Fijacion,Tipo Movimiento,Detalle / Concepto,Kg Liquidados,Saldo Pendiente (Kg),Precio Rosario ($ ARS/Tn),Tipo Cambio (ARS),Total Liquidado (USD),Total Liquidado (ARS),Forma de Pago,Nro Ref / Cheque,Factura Alquiler,Comprobante (Drive),Observaciones
2026-09-01,ALTA CONTRATO,Alta lote trigo Berdier,0,806000,215,1535,0,0,-,-,NO,,Fina 2025/2026
